,Set number,Name,Set type,Theme,Theme group,Subtheme,Year released,Pieces,Minifigs,Price,Age range
236,214_8-1,1 x 2 x 1 Window Frame,Other,SYSTEM,Basic,SUPPLEMENTAL,1961,null,null,0,null
237,214_8-2,1 x 2 x 1 Window Frame,Other,SAMSONITE,Vintage,SUPPLEMENTAL,1961,19,null,0.50,3 - 12
238,214_9-1,1 x 1 x 1 Window Frame,Other,SYSTEM,Basic,SUPPLEMENTAL,1961,null,null,0,null
239,214_9-2,1 x 1 x 1 Window Frame,Other,SAMSONITE,Vintage,SUPPLEMENTAL,1961,20,null,0.50,3 - 12
240,225_A-1,1 x 6 Beams,Other,SAMSONITE,Vintage,SUPPLEMENTAL,1961,13,null,0.50,3 - 12
241,225_B-1,1 x 8 Beams,Other,SAMSONITE,Vintage,SUPPLEMENTAL,1961,12,null,0.50,3 - 12
242,227_L-1,4 x 8 Left Curve Plates,Other,SAMSONITE,Vintage,SUPPLEMENTAL,1961,10,null,0.50,3 - 12
243,227_R-1,4 x 8 Right Curve Plates,Other,SAMSONITE,Vintage,SUPPLEMENTAL,1961,10,null,0.50,3 - 12
244,229_A-1,6 x 8 Plates,Other,SAMSONITE,Vintage,SUPPLEMENTAL,1961,8,null,0.50,3 - 12
245,229_B-1,2 x 8 Plates,Other,SAMSONITE,Vintage,SUPPLEMENTAL,1961,10,null,0.50,3 - 12
246,242A-1,"International Flags - Italy, Switzerland, Belgium, Germany, Netherlands",Other,SYSTEM,Basic,SUPPLEMENTAL,1961,5,null,0,null
247,242B-1,"International Flags - Britain, France, Austria, Portugal, LEGO",Other,SYSTEM,Basic,SUPPLEMENTAL,1961,5,null,0,null
248,521_2-1,1 x 1 and 1 x 2 Plates,Other,SAMSONITE,Vintage,SUPPLEMENTAL,1961,80,null,0.50,3 - 12
249,700_5-3,Canister Set (Switzerland),Other,SYSTEM,Basic,null,1961,null,null,0,null
250,700L-1,Empty Kindergarten LEGO Box,Other,DACTA,Educational,CLASSIC,1961,null,null,0,null
251,200-5,"LEGO Town Plan Board, UK / Australian Cardboard Version",Normal,SYSTEM,Basic,TOWN PLAN,1962,1,null,0,null
252,518-1,2 x 4 Plates (cardboard box version),Normal,SYSTEM,Basic,SUPPLEMENTAL,1962,24,null,0,null
253,518-9,2 x 4 Plates (architectural hobby und modelbau version),Normal,SYSTEM,Basic,ARCHITECTURE,1962,26,null,0,null
254,519-1,2 x 3 Plates (cardboard box version),Normal,SYSTEM,Basic,SUPPLEMENTAL,1962,30,null,0,null
255,519-9,2 x 3 Plates (architectural hobby und modelbau version),Normal,SYSTEM,Basic,ARCHITECTURE,1962,32,null,0,null
256,520-2,2 x 2 Plates (cardboard box version),Normal,SYSTEM,Basic,SUPPLEMENTAL,1962,40,null,0,null
257,520-3,2 x 2 Plates (architectural hobby und modelbau version),Normal,SYSTEM,Basic,ARCHITECTURE,1962,42,null,0,null
258,521-1,1 x 1 and 1 x 2 Plates (cardboard box version),Normal,SYSTEM,Basic,SUPPLEMENTAL,1962,80,null,0,null
259,521-9,1 x 1 and 1 x 2 Plates (architectural hobby und modelbau version),Normal,SYSTEM,Basic,ARCHITECTURE,1962,82,null,0,null
260,704-3,Small Basic Set (Canister),Normal,SAMSONITE,Vintage,BASIC SET,1962,null,null,0,null
261,706-2,Medium Basic Set (Canister),Normal,SAMSONITE,Vintage,BASIC SET,1962,null,null,0,null
262,710-4,Wooden Storage Box with Contents,Normal,SYSTEM,Basic,WOODEN BOX SET,1962,493,null,0,null
263,710-5,Large Basic Set (Canister),Normal,SAMSONITE,Vintage,BASIC SET,1962,null,null,0,null
264,750-2,Hobby and Model Box,Normal,SYSTEM,Basic,ARCHITECTURE,1962,null,null,0,null
265,751-2,Hobby and Model Box,Normal,SYSTEM,Basic,ARCHITECTURE,1962,null,null,0,null
266,752-1,Hobby and Model Box,Normal,SYSTEM,Basic,ARCHITECTURE,1962,null,null,0,null
267,810-4,"Town Plan - UK, Cardboard box",Normal,SYSTEM,Basic,TOWN PLAN,1962,755,null,0,null
268,229_1-1,2 x 8 Plates,Other,SYSTEM,Basic,SUPPLEMENTAL,1962,8,null,0,null
269,261-3,1:87 VW Beetle with Garage,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1963,3,null,0,null
270,266-2,1:87 Mercedes 190 SL with Garage,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1963,3,null,0,null
271,267-1,1:87 VW 1500 Limousine with Garage,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1963,3,null,0,null
272,268-2,1:87 Ford Taunus 17M with Garage,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1963,3,null,0,null
273,314-2,Large & Small Wheels & Turn-Table,Normal,SYSTEM,Basic,VEHICLE,1963,35,null,0,null
274,315-3,European Taxi,Normal,SYSTEM,Basic,VEHICLE,1963,40,null,0,null
275,316-2,Farm Tractor,Normal,SYSTEM,Basic,VEHICLE,1963,49,null,0,null
276,317-1,Truck,Normal,SYSTEM,Basic,VEHICLE,1963,125,null,0,null
277,318-1,Windmill Set,Normal,SYSTEM,Basic,BUILDING,1963,153,null,0,null
278,400-4,Small Wheels with Axles (System),Normal,SYSTEM,Basic,SUPPLEMENTAL,1963,12,null,0,null
279,450-2,Deluxe Building Set,Normal,SAMSONITE,Vintage,BASIC SET,1963,450,null,10.95,4 - 9
280,605-4,Wheel Toy,Normal,SAMSONITE,Vintage,BASIC SET,1963,180,null,0,null
281,615-1,Samsonite Gift Set,Normal,SAMSONITE,Vintage,BASIC SET,1963,615,null,14.95,5 - 10
282,705-3,Medium Basic Set (tall box),Normal,SAMSONITE,Vintage,BASIC SET,1963,null,null,4.95,null
283,711-4,"Wooden Storage Box Large, Empty",Normal,SYSTEM,Basic,WOODEN BOX SET,1963,null,null,0,null
284,712-2,Wooden Storage Box Medium with Contents,Normal,SYSTEM,Basic,WOODEN BOX SET,1963,307,null,0,null
285,713-1,"Wooden Storage Box Medium, Empty",Normal,SYSTEM,Basic,WOODEN BOX SET,1963,null,null,0,null
286,905-1,Doll Set,Normal,SAMSONITE,Vintage,BASIC SET,1963,266,null,0,null
287,1605-2,Wheel Toy Set,Normal,SAMSONITE,Vintage,BASIC SET,1963,189,null,0,null
288,1905-2,Doll Set (Canister),Normal,SAMSONITE,Vintage,BASIC SET,1963,277,null,0,null
289,7100-1,Samsonite Large Educational Set,Normal,SAMSONITE,Vintage,EDUCATIONAL,1963,3250,null,100.00,null
290,242_1-1,6 International Flags -1-,Other,SYSTEM,Basic,SUPPLEMENTAL,1963,null,null,0,null
291,242_2-1,6 International Flags -2-,Other,SYSTEM,Basic,SUPPLEMENTAL,1963,null,null,0,null
292,242_3-1,6 International Flags -3-,Other,SYSTEM,Basic,SUPPLEMENTAL,1963,null,null,0,null
293,600_1-1,Basic Set,Other,SYSTEM,Basic,BASIC SET,1963,null,null,0,null
294,040-1,Basic Building Set in Cardboard,Normal,SYSTEM,Basic,BASIC SET,1964,287,null,0,null
295,041-1,Pre-School Beginners Set,Normal,SAMSONITE,Vintage,JUMBO BRICKS,1964,24,null,4.95,null
296,050-1,Basic Building Set in Cardboard,Normal,SYSTEM,Basic,BASIC SET,1964,287,null,0,null
297,105-4,Pre-School Beginners Set,Normal,SAMSONITE,Vintage,JUMBO BRICKS,1964,24,null,0,null
298,303-2,Aeroplane,Normal,SYSTEM,Basic,VEHICLE,1964,46,null,0,null
299,304-2,Tractor & Trailer,Normal,SYSTEM,Basic,VEHICLE,1964,82,null,0,null
300,305-2,Fire Engine,Normal,SYSTEM,Basic,VEHICLE,1964,170,null,0,null
301,322-2,Town House,Normal,SYSTEM,Basic,BUILDING,1964,171,null,0,null
302,323-1,Train,Normal,SYSTEM,Basic,VEHICLE,1964,253,null,0,null
303,324-2,House with Garage,Normal,SYSTEM,Basic,BUILDING,1964,174,null,0,null
304,395-3,New York World Fair Promo,Normal,SYSTEM,Basic,BASIC SET,1964,null,null,0,null
305,396-2,New York World Fair Promo,Normal,SYSTEM,Basic,BASIC SET,1964,null,null,0,null
306,401-3,Large Wheels with Axles (System),Normal,SYSTEM,Basic,SUPPLEMENTAL,1964,7,null,0,null
307,402-2,White Turntables,Normal,SYSTEM,Basic,SUPPLEMENTAL,1964,5,null,0,null
308,472-1,1:87 Nine Models,Collection,SYSTEM,Basic,HO 1:87 VEHICLES,1964,9,null,0,null
309,650-2,1:87 Mercedes Esso Tanker,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
310,651-2,1:87 Mercedes Truck,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
311,652-1,1:87 Mercedes Truck/Trailer,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
312,653-2,1:87 Mercedes Flatbed Truck,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,null,null,0,null
313,654-2,1:87 Mercedes Flatbed Truck/Trailer,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
314,655-2,1:87 Mercedes Fire Truck,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
315,656-2,1:87 Mercedes Tow Truck,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
316,657-2,1:87 Mercedes Delivery Van,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
317,658-2,1:87 VW Van,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
318,659-2,1:87 VW Pickup,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
319,661-2,1:87 VW Beetle,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
320,664-2,1:87 Mercedes 220 S,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
321,665-1,1:87 Karmann Ghia,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
322,666-1,1:87 Mercedes Sport,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
323,667-1,1:87 VW 1500,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
324,668-1,1:87 Ford Taunus 17M,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
325,670-3,1:87 Jaguar E-Type with Garage,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,3,null,0,null
326,671-3,1:87 Vauxhall Victor Estate with Garage,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1964,1,null,0,null
327,799-1,"Baseplate, Gray",Normal,SYSTEM,Basic,SUPPLEMENTAL,1964,1,null,1.50,3 - 12
328,801-3,Space Rocket,Normal,SAMSONITE,Vintage,MODEL MAKER,1964,115,null,0.98,null
329,802-3,Player Piano,Normal,SAMSONITE,Vintage,MODEL MAKER,1964,90,null,0.98,null
330,803-3,Seesaw,Normal,SAMSONITE,Vintage,MODEL MAKER,1964,47,null,0.98,null
331,804-2,Building Crane,Normal,SAMSONITE,Vintage,MODEL MAKER,1964,64,null,0.98,null
332,805-2,3 Little Indians,Normal,SAMSONITE,Vintage,MODEL MAKER,1964,89,null,0.98,null
333,806-2,Cowboy & Pony,Normal,SAMSONITE,Vintage,MODEL MAKER,1964,87,null,0.98,null
334,700_4-4,Canister Set (Switzerland),Other,SYSTEM,Basic,null,1964,null,null,0,null
335,802A-1,Player Piano,Other,SAMSONITE,Vintage,MODEL MAKER,1964,null,null,0.98,null
336,001-1,Gears,Normal,SAMSONITE,Vintage,BASIC SET,1965,43,null,4.95,5 - 12
337,002-1,4.5V Samsonite Gears Motor Set,Normal,SAMSONITE,Vintage,BASIC SET,1965,3,null,4.95,6 - 12
338,005-1,Basic Building Set in Cardboard,Normal,SYSTEM,Basic,BASIC SET,1965,53,null,0,null
339,010-1,Basic Building Set in Cardboard,Normal,SYSTEM,Basic,BASIC SET,1965,57,null,0,null
340,020-1,Basic Building Set in Cardboard,Normal,SYSTEM,Basic,BASIC SET,1965,94,null,0,null
341,022-2,Doll Furniture,Normal,SAMSONITE,Vintage,BASIC SET,1965,301,null,0,null
342,030-1,Basic Building Set in Cardboard,Normal,SYSTEM,Basic,BASIC SET,1965,167,null,0,null
343,060-2,Basic Building Set in Cardboard,Normal,SYSTEM,Basic,BASIC SET,1965,null,null,0,null
344,90-2,Educational Box - Empty,Normal,DACTA,Educational,CLASSIC,1965,null,null,0,null
345,91-1,Educational Set 1 (Terapi I),Normal,DACTA,Educational,CLASSIC,1965,null,null,0,null
346,92-1,Educational Set 2 (Therapy II),Normal,DACTA,Educational,CLASSIC,1965,null,null,0,null
347,93-1,Educational Set 3 (Therapy III),Normal,DACTA,Educational,CLASSIC,1965,null,null,0,null
348,319-1,Truck with Trailer,Normal,SYSTEM,Basic,VEHICLE,1965,74,null,0,null
349,320-2,Airplane,Normal,SYSTEM,Basic,VEHICLE,1965,120,null,0,null
350,321-1,Clowns,Normal,SYSTEM,Basic,BASIC SET,1965,223,null,0,null
351,326-1,Small Cottage,Normal,SYSTEM,Basic,BUILDING,1965,60,null,0,null
352,409-1,38 Slimbricks Assorted Sizes (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1965,38,null,0,null
353,509-1,38 Slimbricks Assorted Sizes,Normal,SYSTEM,Basic,SUPPLEMENTAL,1965,38,null,0,null
354,510-2,Tiles,Normal,SYSTEM,Basic,SUPPLEMENTAL,1965,52,null,0,null
355,603-2,1:87 Citroën DS 19,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1965,1,null,0,null
356,605-3,1:87 Fiat 1800,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1965,1,null,0,null
357,607-2,1:87 VW Samba Bus,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1965,1,null,0,null
358,610-3,Super Wheel Toy Set (long box version),Normal,SAMSONITE,Vintage,BASIC SET,1965,304,null,0,null
359,610-4,Super Wheel Toy Set (tall box version),Normal,SAMSONITE,Vintage,BASIC SET,1965,304,null,9.95,6 - 12
360,662-2,1:87 Opel Rekord,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1965,1,null,0,null
361,698-2,1:87 12 Cars,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1965,12,null,0,null
362,699-2,1:87 8 Trucks,Normal,SYSTEM,Basic,HO 1:87 VEHICLES,1965,8,null,0,null
363,799-2,Giant Base Plate,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1965,1,null,0,null
364,1610-3,Super Wheel Toy Set - Sears Exclusive,Normal,SAMSONITE,Vintage,BASIC SET,1965,null,null,0,null
365,280_3-1,Assorted Bevelled Bricks,Other,SAMSONITE,Vintage,SUPPLEMENTAL,1965,34,null,0.50,null
366,700_4-2,Large Base Plates,Other,SAMSONITE,Vintage,SUPPLEMENTAL,1965,null,null,0,null
367,003-1,Master Mechanic Set,Normal,SAMSONITE,Vintage,BASIC SET,1966,418,null,17.95,6 - 12
368,004-1,Master Builder Set,Normal,SAMSONITE,Vintage,BASIC SET,1966,670,null,19.95,6 - 12
369,021-1,Wheel Set,Normal,SAMSONITE,Vintage,BASIC SET,1966,185,null,4.95,4 - 10
370,042-1,Jumbo Brick Pull Toy,Normal,SAMSONITE,Vintage,JUMBO BRICKS,1966,6,null,3.50,1 - 4
371,051-1,Assorted basic bricks - Red,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,50,null,1.00,null
372,052-1,Assorted basic bricks - White,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,50,null,1.00,null
373,053-1,Assorted basic bricks - Blue,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,50,null,1.00,null
374,054-1,Assorted basic bricks - Yellow,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,50,null,1.00,null
375,055-1,Trees & Bushes,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,25,null,1.00,null
376,056-1,Windows & Doors,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,27,null,1.50,null
377,057-1,Large Wheels,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,17,null,1.50,null
378,058-1,Small wheels,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,26,null,1.50,null
379,059-1,Red Roof Bricks Pack,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,50,null,1.00,null
380,060-1,Assorted White Plates Pack,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,15,null,1.00,null
381,061-1,5 - 10X20 base plates - Green,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,5,null,1.00,null
382,062-1,5 - 10X20 base plates - White,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,5,null,1.00,null
383,063-1,5 - 10X20 base plates - Blue,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,5,null,1.00,null
384,070-1,Universal Building Set,Normal,SYSTEM,Basic,BASIC SET,1966,null,null,0,null
385,093-1,Small Basic Set,Normal,SAMSONITE,Vintage,BASIC SET,1966,null,null,0,null
386,99-1,Gift Set,Normal,SAMSONITE,Vintage,BASIC SET,1966,99,null,2.95,null
387,100-1,4.5V Motor with Wheels (Small Version),Normal,TRAINS,Modern day,SUPPLEMENTAL / 4.5V,1966,16,null,0,null
388,100-2,4.5V Motor with Wheels (Large Version),Normal,TRAINS,Modern day,SUPPLEMENTAL / 4.5V,1966,27,null,0,null
389,101-3,4.5V Battery Case,Normal,TRAINS,Modern day,SUPPLEMENTAL / 4.5V,1966,1,null,0,null
390,111-2,Starter Train Set without Motor,Normal,TRAINS,Modern day,4.5V,1966,123,null,0,null
391,112-2,Locomotive with Motor,Normal,TRAINS,Modern day,4.5V,1966,76,null,0,null
392,113-2,Motorized Train Set,Normal,TRAINS,Modern day,4.5V,1966,271,null,0,null
393,114-2,Small Train Set,Normal,TRAINS,Modern day,4.5V,1966,88,null,0,null
394,115-2,Starter Train Set with Motor,Normal,TRAINS,Modern day,4.5V,1966,139,null,0,null
395,120-2,Small Basic Set,Normal,SAMSONITE,Vintage,BASIC SET,1966,120,null,2.95,3 - 8
396,150-1,Straight Track,Normal,TRAINS,Modern day,SUPPLEMENTAL / 4.5V,1966,28,null,2.00,null
397,150-2,Straight Train Track,Normal,SAMSONITE,Vintage,TRAIN,1966,28,null,0,null
398,151-1,Curved Track,Normal,TRAINS,Modern day,SUPPLEMENTAL / 4.5V,1966,28,null,2.00,null
399,151-2,Curved Train Track,Normal,SAMSONITE,Vintage,TRAIN,1966,28,null,0,null
400,152-1,Two Train Wagons,Normal,TRAINS,Modern day,4.5V,1966,28,null,0,null
401,153-1,Large Train Wagon,Normal,TRAINS,Modern day,4.5V,1966,18,null,0,null
402,154-2,Switch Track,Normal,SAMSONITE,Vintage,TRAIN,1966,null,null,0,null
403,155-2,Cross Track,Normal,SAMSONITE,Vintage,TRAIN,1966,14,null,0,null
404,205-3,Small Basic Set,Normal,SAMSONITE,Vintage,BASIC SET,1966,205,null,4.95,3 - 8
405,239-2,Idea Book,Book,BOOKS,Miscellaneous,LEGO,1966,null,null,0,null
406,285-1,Medium Basic Set,Normal,SAMSONITE,Vintage,BASIC SET,1966,285,null,6.95,3 - 8
407,301-2,Wheel Toy Set,Normal,SAMSONITE,Vintage,BASIC SET,1966,301,null,6.22,null
408,313-1,London Bus,Normal,SYSTEM,Basic,VEHICLE,1966,140,null,0,null
409,325-3,Shell Service Station,Normal,SYSTEM,Basic,BUILDING,1966,121,null,0,null
410,375-1,Deluxe Basic Set,Normal,SAMSONITE,Vintage,BASIC SET,1966,375,null,8.95,4 - 9
411,400-3,Small Wheels with Axles (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,12,null,0,null
412,401-2,Large Wheels with Axles (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,7,null,0,null
413,402-3,White Turntables (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,5,null,0,null
414,402-4,Swivels and Base Plates,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,null,null,0,null
415,403-3,Train Couplers and Wheels (System),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,12,null,0,null
416,414-3,"Windows Parts Pack, Red (The Building Toy)",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,10,null,0,null
417,414-4,"Windows Parts Pack, White (The Building Toy)",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,10,null,0,null
418,414-5,"Windows Parts Pack, Red (System)",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,10,null,0,null
419,414-6,"Windows Parts Pack, White (System)",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,10,null,0,null
420,415-1,5 Sixteens and 4 Twenties (System),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,9,null,0,null
421,415-2,"16 Stud Beams, Assorted Colours",Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,null,null,0,null
422,416-1,4 Sixteens 2 Twenties (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,6,null,0,null
423,416-2,"20 Stud Beams, Assorted Colours",Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,null,null,0,null
424,417-2,"Corner Bricks, Assorted Colours",Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,null,null,0,null
425,417-3,Cornerbricks (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,5,null,0,null
426,417-4,Cornerbricks (System),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,10,null,0,null
427,418-2,2 x 4 Bricks (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,13,null,0,null
428,418-3,2 x 4 Bricks (System),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,21,null,0,null
429,419-2,2 x 3 Bricks (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,15,null,0,null
430,419-3,2 x 3 Bricks (System),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,25,null,0,null
431,420-3,2 x 2 Bricks (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,20,null,0,null
432,420-4,2 x 2 Bricks (System),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,33,null,0,null
433,421-1,1 x 2 Bricks,Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,44,null,0,null
434,421-2,2 eights 2 sixes 2 fours 8 twos 6 ones (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,20,null,0,null
435,421-3,"2 Stud Bricks, Assorted Colours (6)",Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,null,null,0,null
436,422-1,"1 x 1, 1 x 2, 1 x 4, 1 x 6, 1 x 8 Bricks",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,28,null,0,null
437,422-2,"1 Stud Brick, Assorted Colours (6)",Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,null,null,0,null
438,423-2,"1 Stud Round Brick, Assorted Colours (6)",Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,null,null,0,null
439,423-3,Curved and Round Bricks (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,28,null,0,null
440,423-4,Curved and Round Bricks (System),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,50,null,0,null
441,424-1,"Curved Bricks, Assorted Colours (6)",Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,null,null,0,null
442,426-1,7 Named Beams (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,7,null,0,null
443,426-2,"Names, Numbers, Alphabet",Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,67,null,0,null
444,427-1,8 Pieces 2x8 (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,8,null,0,null
445,427-2,4 x 8 Assorted Base Plates,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,null,null,0,null
446,428-1,5 Plates 4 x 8 (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,5,null,0,null
447,429-1,4 Plates 6 x 8 (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,4,null,0,null
448,430-2,Six Trees and Bushes (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,6,null,0,null
449,430-3,"Assorted Trees, Bushes, Flags",Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,null,null,0,null
450,431-1,Gas Station (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,13,null,0,null
451,431-2,Garage Door and Esso Pumps,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,5,null,0,null
452,432-1,Road Signs (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,8,null,0,null
453,432-2,Road Signs and Street Lamps,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,20,null,0,null
454,433-1,6 Street Lamps with Curved Top (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,6,null,0,null
455,434-1,50 lettered bricks (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,50,null,0,null
456,435-2,Garage Plate and Door (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,3,null,0,null
457,437-1,50 numbered bricks (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,50,null,0,null
458,445-2,Lighting Device Pack (The Building Toy),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,3,null,0,null
459,451-1,"1 x 6 x 3 Window, Red or White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,6,null,0,null
460,452-2,"1 x 6 x 2 Window, Red or White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,8,null,0,null
461,453-2,"1 x 6 x 2 Shuttered Windows, Red or White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,8,null,0,null
462,454-2,"1 x 4 x 2 Window, Red or White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,9,null,0,null
463,455-2,"1 x 3 x 2 Window, Red or White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,12,null,0,null
464,456-2,"1 x 2 x 2 Window, Red or White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,15,null,0,null
465,456-3,Lighting Devise,Normal,SAMSONITE,Vintage,SUPPLEMENTAL,1966,3,null,0,null
466,457-1,"1 x 1 x 2 Window, Red or White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,19,null,0,null
467,458-1,"1 x 2 x 1 Window, Red or White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,19,null,0,null
468,459-1,"1 x 1 x 1 Window, Red or White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,20,null,0,null
469,460-2,"1 x 2 x 3 Door, Red or White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,13,null,0,null
470,461-1,"Windows and Doors, Retailer Pack",Collection,SYSTEM,Basic,SUPPLEMENTAL,1966,129,null,0,null
471,462-2,"2 x 8 Plates, White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,16,null,0,null
472,463-1,"4 x 8 Plates, White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,8,null,0,null
473,464-1,"6 x 8 Plates, White",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,6,null,0,null
474,470-1,"1 x 1, 1 x 2, 2 x 2, 2 x 3, 2 x 4 Plates (System)",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,39,null,0,null
475,471-1,Tiles (System),Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,52,null,0,null
476,480-4,"Slopes and Slopes Double 2 x 4, Red (The Building Toy)",Normal,SYSTEM,Basic,SUPPLEMENTAL,1966,14,null,0,null
